id,tipus,font,nom,municipi,sstt,ssttNou,enquesta,grups,pDepartament,pAltres,pTotal,e75paret,e75rodes,e65paret,e65rodes,eTotal,a75paret,a75rodes,a65paret,a65rodes,aTotal,apTotal,srFixes,srRodes,srTotal,asm,mad,public,maleta,max
"08043668",INS,Centre públic Dep. i CEB,Institut L'Estatut,Rubí,VOC,VOC,1,23,0,0,0,22,0,0,0,22,22,0,0,0,22,22,22,0,22,0,0,1,1,0
"08043671",INS,Centre públic Dep. i CEB,Institut El Palau,Sant Andreu de la Barca,BLL,BLL,1,42,0,0,0,30,0,0,0,30,30,0,0,0,30,30,0,0,0,0,0,1,1,0
"08043681",INS,Centre públic Dep. i CEB,Institut Marianao,Sant Boi de Llobregat,BLL,BLL,1,26,0,0,0,25,2,0,0,27,25,1,0,0,26,26,0,2,2,0,0,1,1,0
"08043693",INS,Centre públic Dep. i CEB,Institut Joaquim Mir,Vilanova i la Geltrú,BCO,PEN,1,34,0,0,0,34,0,0,0,34,34,0,0,0,34,34,0,0,0,0,0,1,1,0
"08043747",ESC,Centre públic Dep. i CEB,Escola Baloo,Barcelona,CEB,CEB,1,9,0,0,0,0,0,7,0,7,0,0,7,0,7,7,2,0,2,0,0,1,1,0
"08043760",ESC,Centre públic Dep. i CEB,Escola Colònia Güell,La Colònia Güell (Santa Coloma de Cervelló),BLL,BLL,1,18,18,0,18,0,0,1,0,1,0,0,0,0,0,18,0,0,0,18,5,1,1,0
"08043784",ESC,Centre públic Dep. i CEB,Escola Àngels Garriga,Barcelona,CEB,CEB,1,9,1,0,1,5,0,1,0,6,5,0,1,0,6,7,3,0,3,1,1,1,1,0
"08043796",ESC,Centre públic Dep. i CEB,Escola Barrufet,Barcelona,CEB,CEB,1,18,2,0,2,18,0,0,0,18,16,0,0,0,16,18,6,0,6,2,2,1,1,0
"08043814",ESC,Centre públic Dep. i CEB,Escola Carlit,Barcelona,CEB,CEB,1,9,0,0,0,0,9,0,0,9,0,9,0,0,9,9,0,9,9,0,0,1,1,0
"08043838",ESC,Centre públic Dep. i CEB,Escola Turó del Cargol,Barcelona,CEB,CEB,1,10,0,0,0,7,0,0,2,9,7,0,0,2,9,9,8,1,9,0,0,1,1,0
"08043841",ESC,Centre públic Dep. i CEB,Escola Lavínia,Barcelona,CEB,CEB,1,9,0,0,0,9,0,0,0,9,9,0,0,0,9,9,7,0,7,0,0,1,1,0
"08043851",ESC,Centre públic Dep. i CEB,Escola Nabí,Barcelona,CEB,CEB,1,9,1,1,2,9,0,0,0,9,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08043863",ESC,Centre públic Dep. i CEB,Escola Orlandai,Barcelona,CEB,CEB,1,9,0,0,0,8,1,0,0,9,8,1,0,0,9,9,5,0,5,0,0,1,1,0
"08043875",ESC,Centre públic Dep. i CEB,Escola Pit-Roig,Barcelona,CEB,CEB,1,9,0,0,0,7,0,0,2,9,7,0,0,2,9,9,0,2,2,0,0,1,1,0
"08043887",ESC,Centre públic Dep. i CEB,Escola Sagrada Família,Barcelona,CEB,CEB,1,19,1,0,1,17,0,1,0,18,17,0,1,0,18,19,8,0,8,1,1,1,1,0
"08043899",ESC,Centre públic Dep. i CEB,Escola Tàber,Barcelona,CEB,CEB,1,17,0,0,0,18,0,0,0,18,17,0,0,0,17,17,10,0,10,0,0,1,1,0
"08043905",ESC,Centre públic Dep. i CEB,Escola El Dofí,Premià de Mar,MVO,MVO,1,9,0,4,4,0,0,6,1,7,0,0,6,1,7,7,4,0,4,2,2,1,1,0
"08043917",ESC,Centre públic Dep. i CEB,Escola Cossetània,Vilanova i la Geltrú,BCO,PEN,1,9,0,2,2,9,0,0,0,9,9,0,0,0,9,9,2,0,2,0,0,1,1,0
"08043929",ESC,Centre públic Dep. i CEB,Escola Llebetx,Vilanova i la Geltrú,BCO,PEN,1,9,1,1,2,9,0,0,0,9,8,0,0,0,8,9,0,0,0,1,1,1,1,0
"08043930",ESC,Centre públic Dep. i CEB,Escola Marinada,El Masnou,MVO,MVO,1,9,0,0,0,9,0,0,0,9,9,0,0,0,9,9,9,0,9,0,0,1,1,0
"08043942",ESC,Centre públic Dep. i CEB,Escola Montbui,Caldes de Montbui,MVO,MVO,1,18,1,1,2,22,3,5,1,31,17,0,0,0,17,18,14,3,17,1,1,1,1,0
"08043954",ESC,Centre públic Dep. i CEB,Escola Ribatallada,Sabadell,VOC,VOC,1,9,0,0,0,6,1,0,0,7,6,1,0,0,7,7,3,1,4,0,0,1,1,0
"08043966",ESC,Centre públic Dep. i CEB,Escola Heura,Barcelona,CEB,CEB,1,9,1,0,1,0,0,7,3,10,0,0,7,1,8,9,7,1,8,1,1,1,1,0
"08043978",INS,Centre públic Dep. i CEB,Institut Daniel Blanxart i Pedrals,Olesa de Montserrat,BLL,BLL,1,33,4,0,4,25,0,5,0,30,25,0,4,0,29,33,0,0,0,4,4,1,1,0
"08043981",INS,Centre públic Dep. i CEB,Institut Joan Ramon Benaprès,Sitges,BCO,PEN,1,34,0,0,0,34,2,0,0,36,34,0,0,0,34,34,0,0,0,0,0,1,1,0
"08044016",ESC,Centre públic Dep. i CEB,Escola Flama,Sant Fruitós de Bages,CCE,CCE,1,18,2,1,3,16,0,0,0,16,16,0,0,0,16,18,10,0,10,2,2,1,1,0
"08044028",EE,Centre públic Dep. i CEB,CEE Horitzó,Pineda de Mar,MVO,MVO,1,7,11,0,11,1,1,7,0,9,0,0,0,0,0,11,0,0,0,7,2,1,1,0
"08044041",APD,APD & FP Municipals no CEB,EA EDRA,Rubí,VOC,VOC,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0
"08044053",FP,Centre públic Dep. i CEB,Institut Salvador Seguí,Barcelona,CEB,CEB,1,33,0,0,0,12,6,0,0,18,12,6,0,0,18,18,12,6,18,0,0,1,1,0
"08044077",APD,Centre públic Dep. i CEB,EA Josep Serra i Abella,L'Hospitalet de Llobregat,BCO,BCO,1,4,0,0,0,18,0,0,0,18,4,0,0,0,4,4,4,0,4,0,0,1,1,0
"08044120",CFA,CFA Departament,CFA Freire,Barcelona,CEB,CEB,1,3,0,0,0,3,1,0,5,9,3,0,0,0,3,3,0,0,0,0,0,1,1,0
"08044156",INS,Centre públic Dep. i CEB,EA Deià,Barcelona,CEB,CEB,1,10,0,0,0,8,0,0,0,8,8,0,0,0,8,8,0,0,0,0,0,1,1,0
"08044168",INS,Centre públic Dep. i CEB,Institut Pla de les Moreres,Vilanova del Camí,CCE,PEN,1,29,0,0,0,29,0,0,0,29,29,0,0,0,29,29,29,0,29,0,0,1,1,0
"08044201",ESC,Centre públic Dep. i CEB,Escola Dovella,Barcelona,CEB,CEB,1,9,1,2,3,3,6,1,0,10,3,5,0,0,8,9,4,4,8,1,1,1,1,0
"08044223",EE,Centre públic Dep. i CEB,CEE L'Estel- Can Bori,L'Hospitalet de Llobregat,BCO,BCO,1,11,11,0,11,10,0,0,0,10,0,0,0,0,0,11,0,0,0,11,3,1,1,0
"08044247",ESC,Centre públic Dep. i CEB,Escola Estel,Molins de Rei,BLL,BLL,1,9,1,0,1,5,4,0,0,9,5,3,0,0,8,9,5,3,8,1,1,1,1,0
"08044296",ESC,Centre públic Dep. i CEB,Escola Salvador Espriu,Badalona,BCO,BCO,1,18,0,0,0,18,0,0,0,18,18,0,0,0,18,18,18,0,18,0,0,1,1,0
"08044302",ESC,Centre públic Dep. i CEB,Escola Joan Abelló,Mollet del Vallès,MVO,MVO,1,19,0,0,0,16,2,0,0,18,16,2,0,0,18,18,8,0,8,0,0,1,1,0
"08044314",ESC,Centre públic Dep. i CEB,Escola Andreu Castells,Sabadell,VOC,VOC,1,18,0,0,0,0,9,0,0,9,0,9,0,0,9,9,0,0,0,0,0,1,1,0
"08044430",ESC,Centre públic Dep. i CEB,Escola La Garalda,Pallejà,BLL,BLL,1,19,0,12,12,16,0,0,0,16,16,0,0,0,16,16,16,0,16,3,3,1,1,0
"08044454",ESC,Centre públic Dep. i CEB,Escola Pilarín Bayés,Les Fonts (Sant Quirze del Vallès),VOC,VOC,1,19,1,0,1,18,0,0,0,18,18,0,0,0,18,19,18,0,18,1,1,1,1,0
"08044508",ESC,Centre públic Dep. i CEB,Escola Ítaca,Badalona,BCO,BCO,1,9,1,0,1,1,12,0,0,13,1,7,0,0,8,9,1,5,6,1,1,1,1,0
"08044511",EOI,Centre públic Dep. i CEB,EOI Barcelona-Vall d'Hebron,Barcelona,CEB,CEB,1,106,0,0,0,22,3,0,0,25,22,3,0,0,25,25,7,3,10,0,0,1,1,0
"08044521",ESC,Centre públic Dep. i CEB,Escola Els Pinetons,La Garriga,MVO,MVO,1,19,0,13,13,12,0,0,0,12,12,0,0,0,12,12,6,3,9,7,5,1,1,0
"08044533",INS,Centre públic Dep. i CEB,Institut La Ferreria,Montcada i Reixac,VOC,VOC,1,33,0,0,0,24,4,3,0,31,24,4,3,0,31,31,0,0,0,0,0,1,1,0
"08044545",ESC,Centre públic Dep. i CEB,Escola Collbaix,Sant Joan de Vilatorrada,CCE,CCE,1,11,1,0,1,0,0,0,9,9,0,0,0,9,9,10,0,9,9,1,1,1,1,0
"08044569",INS,Centre públic Dep. i CEB,Institut Pere Barnils,Centelles,CCE,CCE,1,30,1,0,1,25,2,0,0,27,25,2,0,0,27,28,25,2,27,1,1,1,1,0
"08044570",INS,Centre públic Dep. i CEB,Institut Vall d'Arús,Vallirana,BLL,BLL,1,34,5,3,8,24,4,0,0,28,24,4,0,0,28,33,24,4,28,6,6,1,1,0
"08044582",EOI,Centre públic Dep. i CEB,EOI de L'Hospitalet de Llobregat,L'Hospitalet de Llobregat,BCO,BCO,1,81,0,0,0,0,14,0,5,19,0,14,0,5,19,19,0,19,19,0,0,1,1,0
"08044594",INS,Centre públic Dep. i CEB,Institut Giola,Llinars del Vallès,MVO,MVO,1,30,0,0,0,4,0,28,4,36,4,0,26,0,30,30,8,0,8,0,0,1,1,0
"08044600",INS,Centre públic Dep. i CEB,Institut Moianès,Moià,CCE,CCE,1,18,0,0,0,18,1,0,0,19,18,0,0,0,18,18,0,0,0,0,0,1,1,0
"08044612",INS,Centre públic Dep. i CEB,Institut Torre de Malla,Parets del Vallès,MVO,MVO,1,37,1,0,1,20,5,0,0,25,20,5,0,0,25,26,0,0,0,1,1,1,1,0
"08044624",INS,Centre públic Dep. i CEB,Institut Sabadell,Sabadell,VOC,VOC,1,37,0,0,0,27,1,0,0,28,27,1,0,0,28,28,0,0,0,0,0,1,1,0
"08044636",EOI,Centre públic Dep. i CEB,EOI de Sabadell,Sabadell,VOC,VOC,1,69,0,0,0,0,26,0,0,26,0,26,0,0,26,26,0,4,4,0,0,1,1,0
"08044648",ESC,Centre públic Dep. i CEB,Escola La Roda,Terrassa,VOC,VOC,1,18,2,1,3,8,6,0,0,14,8,6,0,0,14,16,8,6,14,3,3,1,1,0
"08044715",INS,Centre públic Dep. i CEB,Institut Jaume Mimó,Cerdanyola del Vallès,VOC,VOC,1,24,16,8,24,7,0,0,0,7,7,0,0,0,7,23,0,0,0,17,7,1,1,0
"08044739",EE,EE Privats,Nadís,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"08044910",ESC,Centre públic Dep. i CEB,Escola El Turonet,Sant Quirze del Vallès,VOC,VOC,1,9,1,0,1,10,1,0,0,11,8,0,0,0,8,9,8,0,8,1,1,1,1,0
"08044922",INS,Centre públic Dep. i CEB,Institut Dr. Puigvert,Barcelona,CEB,CEB,1,28,0,0,0,21,2,0,0,23,21,2,0,0,23,23,21,2,23,0,0,1,1,0
"08044934",FP,Centre públic Dep. i CEB,Institut Escola d'Hoteleria i Turisme de Barcelona,Barcelona,CEB,CEB,1,24,0,0,0,12,5,0,0,17,12,5,0,0,17,17,0,3,3,0,0,1,1,0
"08044958",INS,Centre públic Dep. i CEB,Institut Josep Pla,Barcelona,CEB,CEB,1,16,0,0,0,16,0,0,0,16,16,0,0,0,16,16,0,0,0,0,0,1,1,0
"08044971",INS,Centre públic Dep. i CEB,Institut Pere Fontdevila,Gironella,CCE,CCE,1,18,1,2,3,13,0,0,0,13,13,0,0,0,13,14,0,0,0,3,3,1,1,0
"08044983",INS,Centre públic Dep. i CEB,Institut Lluís Companys,Tordera,MVO,MVO,1,25,5,9,14,18,0,0,0,18,18,0,0,0,18,23,0,0,0,7,7,1,1,0
"08044995",INS,Centre públic Dep. i CEB,Institut Barres i Ones,Badalona,BCO,BCO,1,29,0,0,0,20,3,0,0,23,20,3,0,0,23,23,20,3,23,0,0,1,1,0
"08045011",INS,Centre públic Dep. i CEB,Institut Torre del Palau,Terrassa,VOC,VOC,1,31,0,0,0,25,1,0,0,26,25,1,0,0,26,26,1,1,2,0,0,1,1,0
"08045021",INS,Centre públic Dep. i CEB,Institut Estela Ibèrica,Santa Perpètua de Mogoda,VOC,VOC,1,22,0,0,0,0,24,0,1,25,0,22,0,0,22,22,1,1,2,0,0,1,1,0
"08045033",ESC,Centre públic Dep. i CEB,Escola Montpalau,Pineda de Mar,MVO,MVO,1,9,1,2,3,1,0,2,0,3,1,0,2,0,3,4,0,0,0,3,3,1,1,0
"08045045",ESC,Centre públic Dep. i CEB,Escola Mediterrània,Pineda de Mar,MVO,MVO,1,10,0,0,0,9,0,0,0,9,9,0,0,0,9,9,9,0,9,0,0,1,1,0
"08045057",ESC,Centre públic Dep. i CEB,Escola El Sagrer,Barcelona,CEB,CEB,1,18,0,1,1,17,1,0,0,18,17,1,0,0,18,18,17,1,18,0,0,1,1,0
"08045069",EE,EE Privats,Balmes II,Sant Boi de Llobregat,BLL,BLL,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08045070",INS,Centre públic Dep. i CEB,Institut Europa,L'Hospitalet de Llobregat,BCO,BCO,1,16,0,0,0,0,10,0,0,10,0,10,0,0,10,10,0,10,10,0,0,1,1,0
"08045203",INS,Casos especials,Institut Obert de Catalunya,Barcelona,BCO,CEB,1,0,0,0,0,5,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"08045227",EE,Centre públic Dep. i CEB,CEE Les Aigües,Mataró,MVO,MVO,1,14,16,8,24,0,0,5,0,5,0,0,0,0,0,16,0,0,0,14,4,1,1,0
"08045306",INS,Centre públic Dep. i CEB,Institut Ramon Casas i Carbó,Palau-solità i Plegamans,VOC,VOC,1,33,1,0,1,28,0,0,0,28,28,0,0,0,28,29,0,0,0,1,1,1,1,0
"08045471",INS,Centre públic Dep. i CEB,Institut Pompeu Fabra,Badalona,BCO,BCO,1,30,0,0,0,30,0,0,0,30,30,0,0,0,30,30,30,0,30,0,0,1,1,0
"08045483",INS,Centre públic Dep. i CEB,Institut Vila de Gràcia,Barcelona,CEB,CEB,1,18,0,0,0,14,0,0,0,14,14,0,0,0,14,14,0,0,0,0,0,1,1,0
"08045495",APD,APD & FP Municipals no CEB,EA d'Igualada,Igualada,CCE,PEN,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,0,0
"08045513",INS,Centre públic Dep. i CEB,Institut Flos i Calcat,Barcelona,CEB,CEB,1,20,3,0,3,11,2,2,0,15,11,2,2,0,15,18,0,0,0,3,3,1,1,0
"08045525",INS,Centre públic Dep. i CEB,Institut Manuel Carrasco i Formiguera,Barcelona,CEB,CEB,1,12,0,0,0,13,1,0,0,14,12,0,0,0,12,12,12,0,12,0,0,1,1,0
"08045537",INS,Centre públic Dep. i CEB,Institut Josep Lluís Sert,Castelldefels,BLL,BLL,1,24,0,1,1,22,0,0,0,22,22,0,0,0,22,22,0,0,0,1,1,1,1,0
"08045549",INS,Centre públic Dep. i CEB,Institut Banús,Cerdanyola del Vallès,VOC,VOC,1,28,0,0,0,10,11,0,0,21,10,11,0,0,21,21,10,11,21,0,0,1,1,0
"08045562",INS,Centre públic Dep. i CEB,Institut Can Planas,Barberà del Vallès,VOC,VOC,1,27,0,0,0,25,0,0,0,25,25,0,0,0,25,25,25,0,25,0,0,1,1,0
"08045574",ESC,Centre públic Dep. i CEB,Escola Serra de Marina,Santa Coloma de Gramenet,BCO,BCO,1,18,1,0,1,18,0,0,0,18,17,0,0,0,17,18,10,0,10,1,1,1,1,0
"08045586",ESC,Centre públic Dep. i CEB,Escola Les Pruneres,Martorelles,MVO,MVO,1,9,1,0,1,7,0,0,0,7,7,0,0,0,7,8,3,0,3,1,1,1,1,0
"08045598",ESC,Centre públic Dep. i CEB,Escola Mil·lenari,Cardedeu,MVO,MVO,1,18,0,0,0,14,0,1,2,17,14,0,1,2,17,17,2,0,2,0,0,1,1,0
"08045604",INS,Centre públic Dep. i CEB,Institut Enric Borràs,Badalona,BCO,BCO,1,38,0,0,0,27,0,0,0,27,27,0,0,0,27,27,0,0,0,0,0,1,1,0
"08045628",INS,Centre públic Dep. i CEB,Institut Celestí Bellera,Granollers,MVO,MVO,1,30,0,0,0,20,0,0,0,20,20,0,0,0,20,20,20,0,20,0,0,1,1,0
"08045641",INS,Centre públic Dep. i CEB,Institut Lluís Domènech i Montaner,Canet de Mar,MVO,MVO,1,37,0,0,0,27,0,0,0,27,27,0,0,0,27,27,27,0,27,0,0,1,1,0
"08045653",INS,Centre públic Dep. i CEB,Institut Dolors Mallafrè i Ros,Vilanova i la Geltrú,BCO,PEN,1,22,0,0,0,26,2,0,0,28,22,0,0,0,22,22,22,0,22,0,0,1,1,0
"08045665",INS,Centre públic Dep. i CEB,Institut Ramon Turró i Darder,Malgrat de Mar,MVO,MVO,1,31,0,0,0,26,1,0,0,27,26,1,0,0,27,27,0,0,0,0,0,1,1,0
"08045677",INS,Centre públic Dep. i CEB,Institut Thalassa,Montgat,MVO,MVO,1,19,1,0,1,0,19,0,0,19,0,18,0,0,18,19,0,18,18,1,1,1,1,0
"08045689",INS,Centre públic Dep. i CEB,Institut Voltrera,Abrera,BLL,BLL,1,30,1,0,1,19,4,0,0,23,19,4,0,0,23,24,0,0,0,1,1,1,1,0
"08045768",EE,EE Privats,Barcanova,Santa Perpètua de Mogoda,VOC,VOC,0,1,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,1,0
"08045859",INS,Centre públic Dep. i CEB,Institut de Corbera de Llobregat,Corbera de Llobregat,BLL,BLL,1,33,2,0,2,18,0,0,0,18,18,0,0,0,18,20,18,0,18,2,2,1,1,0
"08045860",INS,Centre públic Dep. i CEB,Institut Miramar,Viladecans,BLL,BLL,1,23,1,0,1,0,33,0,0,33,0,22,0,0,22,23,0,0,0,1,1,1,1,0
"08046281",ESC,Centre públic Dep. i CEB,Escola Estel-Guinardó,Barcelona,CEB,CEB,1,9,0,0,0,9,1,0,0,10,9,0,0,0,9,9,9,0,9,0,0,1,1,0
"08046293",ESC,Centre públic Dep. i CEB,Escola Cavall Bernat,Barcelona,CEB,CEB,1,9,1,0,1,2,0,0,0,2,2,0,0,0,2,3,2,0,2,1,1,1,1,0
"08046396",EE,EE Privats,Xalest,Sabadell,VOC,VOC,0,1,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,1,0
"08046475",APD,APD & FP Municipals no CEB,EA de la Garriga,La Garriga,MVO,MVO,0,5,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,1,0
"08046581",INS,Centre públic Dep. i CEB,Institut Lluís Vives,Barcelona,CEB,CEB,1,16,0,0,0,9,3,0,0,12,9,3,0,0,12,12,0,3,3,0,0,1,1,0
"08046608",INS,Centre públic Dep. i CEB,Institut Príncep de Viana,Barcelona,CEB,CEB,1,22,2,0,2,0,19,0,0,19,0,19,0,0,19,21,0,0,0,2,2,1,1,0
"08046645",INS,Centre públic Dep. i CEB,Institut Molí de la Vila,Capellades,CCE,PEN,1,27,2,1,3,20,0,0,0,20,20,0,0,0,20,22,0,0,0,3,3,1,1,0
"08046657",INS,Centre públic Dep. i CEB,Institut Joaquim Blume,Esplugues de Llobregat,BLL,BLL,1,14,0,0,0,0,10,0,5,15,0,10,0,4,14,14,0,0,0,0,0,1,1,0
"08046669",INS,Centre públic Dep. i CEB,Institut Ribot i Serra,Sabadell,VOC,VOC,1,17,0,0,0,21,5,4,0,30,17,0,0,0,17,17,0,0,0,0,0,1,1,0
"08046670",INS,Centre públic Dep. i CEB,Institut Angeleta Ferrer i Sensat,Sant Cugat del Vallès,VOC,VOC,1,28,0,1,1,24,0,0,0,24,24,0,0,0,24,24,0,0,0,1,1,1,1,0
"08046682",INS,Centre públic Dep. i CEB,Institut de Castellar,Castellar del Vallès,VOC,VOC,1,30,0,0,0,30,0,0,0,30,30,0,0,0,30,30,0,0,0,0,0,1,1,0
"08046694",INS,Centre públic Dep. i CEB,Institut Centre d'Alt Rendiment Esportiu,Sant Cugat del Vallès,VOC,VOC,1,24,0,0,0,12,0,0,0,12,12,0,0,0,12,12,0,0,0,0,0,1,1,0
"08046724",INS,Centre públic Dep. i CEB,Institut Montserrat Roig,Terrassa,VOC,VOC,1,25,0,0,0,27,3,0,0,30,25,0,0,0,25,25,0,3,3,0,0,1,1,0
"08046736",INS,Centre públic Dep. i CEB,Institut Milà i Fontanals,Vilafranca del Penedès,BCO,PEN,1,32,1,12,13,20,2,0,0,22,20,2,0,0,22,23,0,2,2,10,9,1,1,0
"08046748",INS,Centre públic Dep. i CEB,Institut Thos i Codina,Mataró,MVO,MVO,1,30,1,0,1,0,0,4,4,8,0,0,4,4,8,9,0,4,4,1,1,1,1,0
"08046751",INS,Centre públic Dep. i CEB,Institut Ventura Gassol,Badalona,BCO,BCO,1,20,0,0,0,20,0,0,0,20,20,0,0,0,20,20,0,0,0,0,0,1,1,0
"08046761",INS,Centre públic Dep. i CEB,Institut Guillem Catà,Manresa,CCE,CCE,1,30,3,0,3,21,12,0,0,33,21,6,0,0,27,30,0,2,2,3,3,1,1,0
"08046785",INS,Centre públic Dep. i CEB,Institut d'Alella,Alella,MVO,MVO,1,25,2,0,2,23,3,0,0,26,23,0,0,0,23,25,23,0,23,2,2,1,1,0
"08046797",INS,Centre públic Dep. i CEB,Institut Laia l'Arquera,Mataró,MVO,MVO,1,25,28,1,29,14,0,0,0,14,0,0,0,0,0,28,0,0,0,25,7,1,1,0
"08046803",INS,Centre públic Dep. i CEB,Institut Vilatzara,Vilassar de Mar,MVO,MVO,1,32,35,0,35,0,10,0,0,10,0,0,0,0,0,35,0,0,0,32,9,1,1,0
"08046840",INS,Centre públic Dep. i CEB,Institut Castellet,Sant Vicenç de Castellet,CCE,CCE,1,30,0,0,0,6,1,10,7,24,6,1,10,7,24,24,0,0,0,0,0,1,1,0
"08046852",INS,Centre públic Dep. i CEB,Institut Llavaneres,Sant Andreu de Llavaneres,MVO,MVO,1,24,1,0,1,19,0,0,0,19,19,0,0,0,19,20,19,0,19,1,1,1,1,0
"08046864",INS,Centre públic Dep. i CEB,Institut Bellulla,Bellulla (Canovelles),MVO,MVO,1,27,0,1,1,29,0,0,0,29,27,0,0,0,27,27,0,0,0,0,0,1,1,0
"08046876",INS,Centre públic Dep. i CEB,Institut Miquel Bosch i Jover,Artés,CCE,CCE,1,17,0,0,0,6,9,0,0,15,6,9,0,0,15,15,0,0,0,0,0,1,1,0
"08047364",INS,Centre públic Dep. i CEB,Institut Joan Mercader,Igualada,CCE,PEN,1,30,1,16,17,19,1,0,4,24,19,1,0,4,24,25,19,5,24,6,6,1,1,0
"08047376",INS,Centre públic Dep. i CEB,Institut Llobregat,Sallent,CCE,CCE,1,20,10,0,10,7,5,0,0,12,7,3,0,0,10,20,0,0,0,10,6,1,1,0
"08047421",INS,Centre públic Dep. i CEB,Institut Montserrat Roig,Barcelona,CEB,CEB,1,20,0,0,0,14,2,0,0,16,14,2,0,0,16,16,0,0,0,0,0,1,1,0
"08047431",INS,Centre públic Dep. i CEB,Institut XXV Olimpíada,Barcelona,CEB,CEB,1,24,0,0,0,16,4,0,0,20,16,4,0,0,20,20,0,0,0,0,0,1,1,0
"08047467",INS,Centre públic Dep. i CEB,Institut Alexandre Galí,Les Roquetes (Sant Pere de Ribes),BCO,PEN,1,21,0,0,0,23,0,0,0,23,21,0,0,0,21,21,21,0,21,0,0,1,1,0
"08047479",INS,Centre públic Dep. i CEB,Institut Alba del Vallès,Sant Fost de Campsentelles,MVO,MVO,1,37,1,0,1,0,2,0,3,5,0,2,0,3,5,6,5,0,5,1,1,1,1,0
"08047480",INS,Centre públic Dep. i CEB,Institut Mediterrània,Castelldefels,BLL,BLL,1,31,0,0,0,29,0,1,0,30,29,0,1,0,30,30,4,0,4,0,0,1,1,0
"08047492",INS,Centre públic Dep. i CEB,Institut Ribera Baixa,El Prat de Llobregat,BLL,BLL,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,28
"08047509",INS,Centre públic Dep. i CEB,Institut Ítaca,Sant Boi de Llobregat,BLL,BLL,1,23,2,0,2,0,0,8,0,8,0,0,8,0,8,10,0,0,0,2,2,1,1,0
"08047583",INS,Centre públic Dep. i CEB,Institut Sant Quirze del Vallès,Sant Quirze del Vallès,VOC,VOC,1,42,0,32,32,2,0,4,1,7,2,0,4,1,7,7,6,1,7,32,11,1,1,0
"08047820",INS,Centre públic Dep. i CEB,Institut Guinovarda,Piera,CCE,PEN,1,30,0,0,0,19,1,5,0,25,19,1,5,0,25,25,0,0,0,0,0,1,1,0
"08047832",INS,Centre públic Dep. i CEB,Institut Joan Coromines,Pineda de Mar,MVO,MVO,1,27,2,0,2,22,0,0,0,22,22,0,0,0,22,24,4,0,4,2,2,1,1,0
"08051240",ESC,Centre públic Dep. i CEB,Escola Mediterrània,Cornellà de Llobregat,BLL,BLL,1,18,0,0,0,25,0,1,2,28,18,0,0,0,18,18,7,2,9,0,0,1,1,0
"08051264",INS,Centre públic Dep. i CEB,Institut Eduard Fontserè,L'Hospitalet de Llobregat,BCO,BCO,1,19,1,0,1,0,0,14,0,14,0,0,14,0,14,15,0,0,0,1,1,1,1,0
"08051306",ESC,Centre públic Dep. i CEB,Escola Abat Marcet,Terrassa,VOC,VOC,1,18,1,0,1,19,0,0,0,19,17,0,0,0,17,18,17,0,17,1,1,1,1,0
"08051318",ESC,Centre públic Dep. i CEB,Escola Sant Llorenç del Munt,Terrassa,VOC,VOC,1,18,1,0,1,19,0,0,0,19,17,0,0,0,17,18,12,0,12,1,1,1,1,0
"08051471",ESC,Centre públic Dep. i CEB,Escola Josep Maria Folch i Torres,L'Hospitalet de Llobregat,BCO,BCO,1,16,3,0,3,14,0,0,2,16,13,0,0,0,13,16,6,2,8,3,3,1,1,0
"08052165",ESC,Centre públic Dep. i CEB,Escola Octavio Paz,Barcelona,CEB,CEB,1,9,0,4,4,2,2,1,0,5,2,2,1,0,5,5,3,2,5,4,3,1,1,0
"08052207",INS,Centre públic Dep. i CEB,Institut de Puig-reig,Puig-reig,CCE,CCE,1,13,0,0,0,13,0,0,0,13,13,0,0,0,13,13,0,0,0,0,0,1,1,0
"08052581",INS,Centre públic Dep. i CEB,Institut Miquel Tarradell,Barcelona,CEB,CEB,1,16,0,0,0,16,0,0,0,16,16,0,0,0,16,16,0,0,0,0,0,1,1,0
"08052591",EE,EE Privats,Guimbarda,Barcelona,CEB,CEB,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0
"08052608",INS,Centre públic Dep. i CEB,Institut Pau Claris,Barcelona,CEB,CEB,1,14,0,14,14,14,0,0,0,14,14,0,0,0,14,14,0,0,0,0,0,1,1,0
"08052621",ESC,Centre públic Dep. i CEB,Escola Pau Romeva,Barcelona,CEB,CEB,1,18,2,0,2,0,18,0,0,18,0,16,0,0,16,18,0,16,16,2,2,1,1,0
